id,driver,passenger,make,model,year,from,to,driver_phone,passenger_phone,ride_fare
424bda6d-3a2c-4ae4-b5e7-d22237811ff3,Lind Tuny,Philomena Gething,Cadillac,Catera,2000,3 Westerfield Court,824 Grover Point,723-142-4031,754-189-4941,$25.53
5e96f1e2-09c3-4079-89f7-710370a36426,Moss Biggs,Lenora Goracci,Chevrolet,Express 3500,2008,93846 Onsgard Plaza,4510 Fairfield Center,639-779-7198,419-839-9106,$43.62
e8e28e97-e05d-433a-ab4b-48d77428a506,Emmalyn Hayfield,Elane Ginnane,Kia,Rio,2009,26974 Sloan Crossing,08390 Artisan Road,571-695-4619,693-758-1984,$26.46
cc37a87f-6599-4eda-9649-cea41dc6dfd8,Niall Heugh,Onida Eyam,Hyundai,Accent,2001,18 Badeau Center,249 Barnett Plaza,201-523-4993,403-206-9087,$45.90
6d41ac3b-8b66-4ae7-a400-63bf89c5c0ba,Ayn Muckian,Guenna Aspden,Land Rover,Defender 90,1994,065 Leroy Alley,86073 Lake View Court,523-628-2657,374-482-3372,$6.08
13695621-35b1-4589-b83b-124ee99de4db,Mellicent Panter,Bellina Schuchmacher,Dodge,Ram,2008,954 Grasskamp Road,54 Fairfield Lane,903-602-1070,390-334-8920,$41.16
0dee4d6f-7829-4fec-b149-689c2c4d9214,Karoly Tant,Kasey Painten,Volkswagen,Cabriolet,1995,87095 Atwood Court,4371 Mallard Court,486-110-9515,801-400-8765,$22.56
87fcdc0c-6ee4-43c7-9202-c6f795300132,Ervin Comizzoli,Cinderella Frudd,Volkswagen,Touareg,2009,2511 Columbus Pass,8561 Mayfield Hill,931-475-2988,578-195-1366,$38.54
84ef7f9b-84a1-476a-84f2-42051863b64e,Halley Atkinson,Hewe Trusler,Ferrari,458 Italia,2010,91 Larry Court,08277 Spohn Park,725-264-2949,702-739-9545,$45.08
74e29bd3-ff9a-42d7-a0cc-9e5105dd021b,Tammara Thinn,Tod Ancketill,Saab,9000,1997,65560 Lukken Road,779 Express Crossing,758-751-2864,911-403-5608,$8.27
93bcd1cc-a4f6-4eed-a143-98bf9ad0278f,Ev Coffee,Rowland Champneys,Chevrolet,Express 3500,2001,1677 Graedel Alley,40 Brown Center,296-227-4065,592-810-4223,$43.01
3a8ab172-8626-43ac-9739-a5f757fcd8bd,Nickolai Whithorn,Channa Bleasdale,Toyota,Highlander,2003,8623 Melrose Alley,10 Clarendon Circle,717-362-7606,130-284-4710,$17.42
c7ebc3e6-5e30-4fc6-8198-5f5359a86ecf,Janine MacLaig,Ninette Donaghie,Dodge,Viper,1994,19 Jay Point,2 Debra Road,799-636-4165,617-729-0388,$8.07
a1c43aef-ed97-49b0-a15c-64a9eae42c79,Omero Cunnow,Sheilah Mort,GMC,Suburban 2500,1998,2796 Manley Center,40351 Westend Plaza,360-176-5662,527-836-7730,$24.81
804fa85d-3180-4934-b3e2-71ad6e2ed4f7,Vicky Wildman,Ethe Priest,Hyundai,Elantra,2004,5077 Fieldstone Pass,66179 Canary Street,343-522-8078,422-237-7275,$38.23
22aac40b-acd3-4af5-a834-6edca19377e5,Orren MacCart,Kirby Da Costa,Buick,Rendezvous,2007,5 Sunbrook Way,099 Pearson Trail,849-586-0815,250-924-9160,$15.84
95f5ad7b-477f-433d-9800-fa5571949f7b,Janka Gerardi,Mei Harlowe,Subaru,XT,1987,946 Fordem Circle,609 Oakridge Lane,950-281-9918,207-569-6228,$24.17
d0cdec2f-d2b8-4b60-b777-38945f473463,Dominik Hadland,Cherise Fergie,Toyota,Xtra,1994,029 Springs Crossing,581 Summer Ridge Crossing,727-364-5544,214-272-8641,$30.97
f82ced53-964d-4a01-a7d5-70389e6faa08,Rebecka Seatter,Lani Grzes,Chevrolet,Impala,2003,3586 Dwight Avenue,6 Tomscot Circle,664-123-8228,423-218-4683,$35.71
ab168a76-1a72-414c-867c-a55f82609923,Chase Tremollet,Mikol Grisdale,Chevrolet,Camaro,1980,2481 Sundown Circle,7517 Farwell Crossing,884-714-7862,103-767-7396,$46.79
5592efb3-da91-490e-b8ab-5b20c583ccd6,Dione Helks,Brandon Collingdon,Dodge,Neon,2005,28808 Pine View Court,76990 Loomis Alley,458-929-5543,720-185-3173,$10.84
36018fee-89cc-4c4e-96d6-f6c1304e6e1c,Kaye Lutsch,Ulberto Morcom,Isuzu,Ascender,2009,06 Logan Park,3522 Morningstar Parkway,853-864-4480,721-712-4061,$10.07
61838fcf-6db6-4f6f-b151-6c43221d0b21,Teodor Trill,Tracey Timmes,Chevrolet,Lumina,2001,78 Chinook Hill,8 Dwight Plaza,285-446-8857,287-106-9929,$8.01
67f54071-f4ad-4fa2-ac17-cfa46d200001,Chantal Spracklin,Harriette Olivet,Cadillac,Escalade,2010,616 Fairview Circle,182 Dwight Crossing,797-327-3153,269-494-1609,$13.88
7fe90b56-ebde-434c-9f7e-9ca3ebdc40f4,Parry Blake,Enriqueta Housbie,BMW,530,2005,22423 Goodland Crossing,88681 David Pass,555-698-1678,247-371-7733,$21.98
9b991749-df2b-46ba-8d12-a94906cef3d8,Beryl Weighell,Andros Hodgets,Ford,LTD Crown Victoria,1986,0032 Graceland Alley,23 Sutteridge Parkway,988-410-5399,937-474-2092,$36.16
d0cb3855-8386-47ad-8c7e-cefdcca22bdc,Bram Parsonage,Barnabas Gilardengo,Jeep,Patriot,2009,37099 Johnson Park,61 Vahlen Park,376-858-8071,687-930-8257,$48.01
628ad757-ca87-4299-b298-da14dcfbc844,Shela Shepard,Sidonia Olrenshaw,GMC,Yukon,2005,30 Bultman Way,1145 Main Terrace,599-877-8865,506-456-4448,$18.19
a7c758b7-6098-4a49-bd68-946c6aa9bf21,Geralda Guitel,Sandy Buckenham,Maserati,GranTurismo,2011,42 Jackson Point,9 Paget Parkway,287-968-7828,219-245-9079,$31.82
92625a84-900e-4815-907b-f3df06e20941,Isidor Chable,Mahala Wase,Buick,Skylark,1998,481 Warner Lane,42 Pepper Wood Circle,557-911-6720,990-416-5930,$0.60
cd3d22f1-b145-4bc9-a7fc-155edc43dc24,Terese Albarez,Rivalee Westmerland,Infiniti,M,1992,41312 Pleasure Alley,062 Beilfuss Trail,259-839-5726,848-376-1241,$44.67
deeea4bf-99b6-4e09-a7f7-6eb2db1574be,Alick Ladley,Claiborne Stoddard,Buick,Lucerne,2006,4 Kings Point,6 Northland Junction,927-688-6070,791-630-4359,$1.56
92797621-765b-4d14-a6bb-a7da699ee1ac,Alvina Kelf,Verile Handscombe,Nissan,Quest,1998,96 Algoma Circle,608 Lakewood Gardens Drive,943-247-7599,514-919-3416,$23.01
36a18ac6-e6a4-4f6e-ae0c-2e98111401aa,Lelia Fibbings,Pavia Despenser,GMC,Safari,2004,439 Buhler Parkway,13 Schiller Court,325-746-0942,373-820-0851,$24.13
26c6ab1a-ba99-416a-a971-92472bc88de2,Kelcie Wilprecht,Harrietta Cleatherow,Chrysler,LeBaron,1992,001 Kennedy Lane,12 Lawn Point,974-450-5587,177-345-3427,$46.88
56c84cb8-739b-4578-b706-b9729189fccf,Reba Pettecrew,Zacharias Cudbertson,Ford,Contour,1999,464 Roxbury Park,30915 Briar Crest Circle,306-380-7202,560-115-2609,$38.37
de07a85d-63b7-4b71-bcfd-22ae5835bab4,Cecilla Dominicacci,Dari Boosey,Daewoo,Leganza,2000,14469 Chinook Place,17298 Oak Avenue,755-887-5732,727-455-1371,$16.55
2bd21632-2f36-4152-a0da-f8163cb20b2a,Caresa Paolozzi,Dar Pollard,Ford,Tempo,1994,1 Melvin Street,980 Kenwood Trail,213-412-2693,544-530-8654,$30.25
070643f9-ad38-4cad-89b5-934d575e4bb4,Lowe Macartney,Darrick Bottrill,Honda,S2000,2008,7 Heath Way,5 Killdeer Court,270-569-4302,449-947-1795,$32.94
39b0f65d-ca45-4bbf-875a-80efd4288b67,Merna Edinburough,Dorthea Argo,Chevrolet,Malibu,2002,5992 Badeau Circle,85 Londonderry Avenue,402-731-7756,139-456-1169,$27.15
07c21660-ba97-4124-8401-8420421842ad,Salmon Bracher,Brina Stanlock,Mazda,Mazda6,2010,07 Lyons Trail,3675 Petterle Place,375-748-5087,453-707-8877,$26.99
3fab88e9-c22b-48fc-a75c-75ef8b024748,Lindsey Lauritzen,Saxon Luxon,Dodge,Dakota Club,2002,1 Twin Pines Parkway,1 Blaine Court,464-625-0908,366-311-5121,$7.75
54af4135-c30f-41f5-a8b6-a8433fd228a8,Florri Croall,Josefa Bonicelli,GMC,Sierra 1500,2008,466 Memorial Circle,29470 Mesta Way,971-446-8022,324-702-8954,$16.03
ed1f7dea-d2ae-4d2b-b15b-625e27881305,Dianemarie Syddall,Joleen Rollins,Ford,E150,2006,973 Thompson Road,111 Superior Avenue,581-326-2687,124-296-3074,$18.73
d130ba06-8b97-4395-8400-a6556c03f185,Vanessa Clericoates,Kellby Wegenen,Dodge,Colt,1992,5 Scoville Center,2 Badeau Road,409-311-3539,690-737-3278,$40.81
b0dbff28-0493-45be-90af-b085bc7bb80f,Leo Rollinson,Tobin Alwen,Ford,Club Wagon,1998,344 Park Meadow Pass,633 Bobwhite Parkway,172-912-0119,296-827-6035,$33.54
3743098c-54ab-4b0b-8440-decc6cf01dbf,Nathaniel Ellacombe,Lewie Fernandes,Dodge,Dakota,2005,371 Merry Junction,0171 Shoshone Crossing,180-520-7453,179-550-8528,$14.70
17d71487-5114-4909-bfc0-6f5ab27635fe,Rodney McAvey,Shay Cotesford,Nissan,Pathfinder Armada,2004,7 Amoth Avenue,1 South Pass,617-142-8303,169-785-2100,$9.22
7cab849a-74e1-4ebb-99f8-4caf21902bba,Web Doumerque,Staffard Aggott,Pontiac,Sunfire,2000,485 School Crossing,4121 Sage Place,163-102-4275,197-703-8637,$21.60
8d14e0f6-13fe-47c9-bae0-d7aab3a206bc,Emmett Lyman,Babara Trowsdall,Mitsubishi,Pajero,2004,6 Transport Drive,9 Butterfield Junction,599-947-7643,595-503-1796,$40.53
2a0e498c-f666-4202-9242-025d4ee017f3,Wesley Hamilton,Amalea Bloggett,Cadillac,Eldorado,1999,4593 Amoth Park,3 Esker Terrace,687-761-8424,692-396-8872,$19.82
d931b7be-3206-46ba-b43f-eb9a41594526,Ky Hercules,Cullie Grigoryev,Mercedes-Benz,C-Class,2006,82421 Lindbergh Way,251 Judy Hill,377-171-7559,141-949-4630,$17.17
d000d125-31f8-4e69-b1a6-2b17048bbab0,Isadora Rouby,Torey Boobyer,Volvo,S80,2008,8278 Hanover Center,9762 Kennedy Court,170-824-2666,248-877-0070,$36.09
b1b93e73-b8a6-4bc6-afc6-dcfa43cf3fd0,Roddie Eginton,Jody Bayle,Chevrolet,Metro,2001,083 Sutherland Crossing,6482 Morning Trail,297-330-2538,308-487-5859,$0.13
9f215ddf-2e21-400c-85aa-3931e8bc258f,Kaye Haslock(e),Aksel Marguerite,Nissan,NX,1992,0 Rockefeller Court,18421 Blackbird Street,673-399-9015,668-854-2847,$45.02
237b6e15-9384-4acd-b018-df25e357b53d,Demetris Taill,Benedikt Toone,Mercedes-Benz,SL-Class,1998,01214 Bay Crossing,753 Maple Wood Drive,364-394-8335,506-398-9840,$18.24
79fee146-f883-435b-98ab-1dc9e9e031ad,Minerva Belfit,Ailey Glazzard,Mercury,Mountaineer,2003,88900 Hagan Road,8447 Anhalt Crossing,654-541-1595,968-656-9596,$5.12
f37f97d9-8e07-41c1-8158-c68fe51c0fac,Demetris Hughson,Mary Biddles,Subaru,Brat,1987,67775 Heffernan Hill,50 Butterfield Plaza,717-155-6248,433-880-5283,$1.51
e75d9d12-16b9-4a16-b700-34b0c366e230,Boycey Bradmore,Guglielma Cubley,Mercedes-Benz,SL-Class,2001,37 Delladonna Drive,3388 Heffernan Point,451-677-0051,180-746-1910,$29.43
65d70228-d37c-45c6-96b5-39d1954e9e63,Viki Hedditch,Jorey Thurstan,GMC,Envoy,1998,54 Rockefeller Court,2 Coolidge Park,437-814-6252,101-171-7351,$44.63
3aa54bf9-b725-44ad-9f45-2b49c5293bcd,Bab Barcroft,Marci MacTague,Lincoln,Town Car,1993,0 Bobwhite Hill,06024 Vernon Drive,594-286-1439,437-760-6127,$5.22
38900cfc-e20d-4984-8d4a-3a7ccc1e770c,Lorne Swate,Romona Wynn,Mitsubishi,Excel,1988,7 Talmadge Street,35 Bunting Junction,986-676-6080,522-245-2231,$28.56
7e26c5f9-46e9-442b-b43e-7f9676f069b5,Robbie Estevez,Nerissa Gecke,Mitsubishi,Mirage,1995,4915 Summit Lane,6318 Erie Street,558-795-4883,243-195-2386,$28.30
55fedc34-93ca-46cc-8349-4eb58bf0db7e,Dolph Pepys,Douglass Kellart,Peugeot,207,2007,7375 Warner Avenue,0297 Delladonna Trail,164-394-8301,177-758-1703,$37.37
01a572c6-d72b-4765-b5a1-e08c68edb2aa,Jessalin Blankett,Alva Borghese,Acura,RL,1998,88 Sheridan Hill,51988 Kennedy Avenue,872-690-8808,789-926-2402,$23.04
73b5e6e2-dd9d-49c5-b79a-27ada36e21cc,Wes Nunnery,Jandy Eul,GMC,Jimmy,1993,70 Declaration Park,93 Di Loreto Alley,812-684-2116,263-542-1424,$14.28
29818b49-2f5b-46fe-a04e-a3803dba28fd,Silva Hargreave,Madeleine Culshew,BMW,M5,2009,5977 Westend Parkway,1485 Bay Plaza,273-948-0819,663-264-5218,$14.25
4ac1c8ae-d9ba-49ac-a311-df539dcbdc8f,Dimitry Strethill,Sayre Angrock,Mazda,RX-7,1983,2 Shasta Drive,56 Mockingbird Avenue,113-456-9586,802-724-2001,$33.40
195c2937-a2cf-4228-a943-dd4ee43eac85,Lela Korb,Gard Swatradge,Lexus,LS,2001,71820 Buena Vista Point,6 Tennyson Plaza,274-568-8427,167-898-2670,$40.47
d52ead98-b1a9-4ca3-9c7a-6f56e9a9fd03,Etta Windybank,Nigel Haddon,Mazda,CX-7,2008,341 Monument Hill,5 Dwight Hill,865-723-6491,506-962-2821,$30.50
aad9176a-7cc3-4353-af5d-70672b6d7a04,Kora MacLeese,Barrett Adrien,Lexus,GS,2008,43 Claremont Trail,74 Columbus Terrace,378-940-2138,661-571-2362,$39.92
64c22a68-4a71-4067-a8be-f50c477afb66,Sandro Tuffrey,Gil Lindenberg,Kia,Rio5,2008,10 Harper Trail,7 Marcy Pass,504-379-6609,547-762-9554,$11.96
e4a450b0-faec-456a-bb85-702f90834525,Tina Hammant,Leelah Ryrie,Subaru,Leone,1988,2 Del Mar Way,7973 Esker Point,302-540-2320,910-849-3013,$35.29
c5d4825f-3231-4697-a39a-5399c25f6804,Brigit Pyford,Lucia Teasdale,Nissan,Altima,2003,4 Merry Hill,0 Fordem Road,190-601-6439,423-968-3244,$0.18
55c979f6-c99a-483a-bcf4-327359ff8716,Michele Wordsworth,Porty Ibert,Toyota,Sienna,1998,59 School Circle,5 Jenifer Place,958-171-7681,330-182-7255,$38.35
2c723a8a-ad95-4cb6-8edc-a26e475c175d,Anson Vaughn,Paulo Cranfield,Scion,xB,2004,48 Coleman Point,43 Mendota Way,330-380-9580,618-985-7285,$49.59
bbd16a47-1069-450c-b645-80c8577ff123,Valenka Burnitt,Nichole Fosdike,Chevrolet,Silverado 1500,2010,099 Magdeline Point,47708 Reinke Plaza,818-993-2252,888-883-0704,$19.42
b08e54a8-52e0-4139-95e8-09ea4fa39270,Harley MacGiolla,Kendricks Sherewood,Pontiac,Gemini,1989,610 Stephen Parkway,0 Rieder Circle,175-358-7657,760-159-5819,$18.39
5773ac95-53e1-4877-8898-7b0eb0101c8a,Elfrieda Di Franceshci,Ernestine Dutteridge,Acura,TL,2000,82062 Hazelcrest Terrace,661 Gale Crossing,420-984-5902,245-849-7557,$37.99
c02fd3d0-67af-4299-98bc-84c4f597360b,Salvatore Hernik,Nola Criple,Buick,Rainier,2007,9 Bultman Court,04 Del Sol Parkway,842-974-7478,331-878-1843,$40.74
25918a72-8c7f-4e02-8397-a711e4b8d029,Xylina Lenormand,Conny Whebell,Daihatsu,Rocky,1992,731 Stang Crossing,1173 Continental Court,857-943-2328,517-407-6401,$35.08
92bb7622-5d51-451e-9833-1415aecdc696,Vic Goldney,Marysa Sullly,Pontiac,Grand Am,1986,721 Clemons Avenue,28 Lindbergh Avenue,852-313-1032,653-595-0445,$20.09
785efd3a-d54f-4a6a-b1ad-55370ea0bee1,Diane Blanking,Rosy Stonary,Mitsubishi,Raider,2007,2 Hoepker Junction,77 Fieldstone Place,704-978-8598,281-489-0579,$19.64
701b0c0c-4eff-4460-9746-c842fc43238c,Diandra Whitter,Antonius Fishe,Toyota,Celica,1997,0 Anthes Street,07730 Gateway Drive,188-743-6144,873-287-8358,$13.68
f1bc2e98-e133-44f9-9e61-c00b9c40e85c,Terrie Parysiak,Margaret Stopford,Volvo,V70,2005,0062 La Follette Lane,116 Vahlen Hill,899-153-3864,909-214-4878,$31.53
e1f9f0e7-7bc2-41ce-9eec-ad223b8d2b78,Molly Mellhuish,Mort Whitnall,Chevrolet,Camaro,1974,6409 Roxbury Point,7459 Thackeray Plaza,329-215-0870,766-234-0983,$31.23
093ed80f-1ccb-4ded-b4a9-c6eca3ccbff0,Mahalia Halligan,Hoyt O'Sherrin,Dodge,Ram,2009,76948 Scoville Lane,4192 Farragut Parkway,686-125-4976,645-674-1964,$49.28
695043d8-abd7-4768-9366-cea23e749418,Annabell Hurlestone,Jacquetta Methingam,Suzuki,SJ,1995,369 Meadow Ridge Trail,6 Nancy Center,956-727-7371,766-996-7358,$11.38
264b35ed-daeb-445d-918c-7e8e22aa50bf,Cchaddie Gawthorp,Zea Harlow,Chevrolet,Avalanche,2012,8833 Red Cloud Street,16014 Alpine Way,856-987-7111,719-348-3937,$6.49
d42dd9e5-b4f1-48ff-8ba0-a835ec4dd3e8,Lindsey Clissett,Herbie Walby,Volvo,V50,2009,107 Gerald Street,3 Jenna Park,600-957-6203,720-230-9074,$4.61
59512fcb-ba32-487f-bc41-a5619697937d,Gretna Town,Mac Dewdney,GMC,Canyon,2008,1271 Elmside Court,5 Di Loreto Road,600-930-1727,291-749-7870,$46.56
23d59f4a-edcd-46d6-b133-c787b6f9b015,Lezlie Strelitzer,Beauregard Blyth,Oldsmobile,88,1995,1 Waywood Drive,302 Raven Parkway,934-980-9665,817-306-7503,$38.93
6ce6e087-3b2f-467e-a2ae-ddff422af357,Louisa Galliard,Antin Bussons,Ford,EXP,1986,69189 Carpenter Road,288 Kenwood Drive,164-271-1762,916-123-5811,$23.01
8079c38e-6fd6-4e53-b471-e5c2ef05f793,Bren Pettisall,Ginelle Blew,Ford,Bronco,1986,6263 Mockingbird Terrace,95160 Stuart Terrace,670-461-8042,141-406-5566,$15.42
82ec35df-0749-40fb-abee-931a0fd84308,Carlyle Thurgood,Lynn Henker,Infiniti,G35,2006,2 Welch Way,8251 Nova Pass,541-630-0304,856-372-1841,$32.05
58295b6e-b92d-438d-b984-2c68dfc7bc1c,Beck Dinsale,Shandy Davydychev,Volkswagen,Touareg,2006,5199 Thompson Street,4 Butternut Drive,726-407-0090,426-366-2156,$29.14
db6566b0-6459-4305-9c40-cdcf3db7ae84,Svend Sappell,Ruthe Walak,Chevrolet,Aveo,2009,616 Little Fleur Terrace,6346 Hintze Way,864-590-9611,759-144-1998,$44.38
323f48f9-05d7-4e94-84f1-9b1a6713eafc,Powell Lacrouts,Giana Lapslie,Mercedes-Benz,C-Class,2008,144 Thackeray Parkway,7 Chinook Terrace,738-962-4291,198-912-9789,$37.18
da472486-87a5-46e6-9826-94aadf85d3cf,Lexi Hugonin,Kristel Tarte,Infiniti,G,2000,5 Westend Terrace,4050 Grover Lane,955-432-5143,165-769-9869,$3.39
0f11ace0-96af-4dca-97d8-4bead800758c,Joela Boule,Adria Bonellie,Isuzu,Amigo,1994,8006 Oakridge Lane,40322 Sommers Hill,317-945-5143,735-230-0215,$37.23
3a9ad9d7-0603-460e-8e41-94246dffe869,Eydie Troy,Trisha Jancic,Saturn,S-Series,2000,002 Burrows Terrace,3 Orin Center,975-603-0052,171-432-3997,$40.15
994ad959-4de2-4313-9872-98367231eaaa,Aldo Janusik,Marlena Mettetal,Chevrolet,Express 3500,2012,865 Ridgeview Junction,6117 Rigney Court,389-971-7951,120-263-7418,$49.46
faea48b6-9955-44bc-9eae-9a4850ea9c9f,Berthe Grayshan,Katuscha Bentall,Mitsubishi,Diamante,2001,4521 North Plaza,90806 Pepper Wood Way,274-658-9100,687-613-3973,$44.21
85241288-ece3-42d3-997c-e51a4ab4cd44,Kaine Morshead,Laughton Wedderburn,Nissan,Sentra,2009,0 Fairview Hill,17166 High Crossing Parkway,687-923-0247,656-619-5051,$40.38
31e45af7-8121-4c85-bd2c-7264c0231c47,Janette Hiom,Beverlie Whelpdale,Honda,Civic,1996,54 Melvin Plaza,3707 Carpenter Way,921-757-5979,688-975-3745,$5.18
f9cf9185-bf45-4efd-aa88-b90c4ad52134,Denni Colyer,Xena Oda,Lexus,RX,2008,61 Sutherland Way,6862 Kim Road,241-883-8317,938-782-9011,$6.52
009ff742-f587-4cc9-bd47-4dcaba44a631,Carina Finlan,Malva Shimony,Mitsubishi,Truck,1995,15240 Melrose Drive,481 International Center,704-164-8476,793-945-7331,$28.18
ba441030-6145-4242-ad5c-dfcc690b7241,Suzanna Kitter,Mallory Pruckner,Ford,Thunderbird,1990,9 Calypso Court,21 Vermont Center,896-676-4146,870-491-9852,$31.27
1ccd6e24-b3e3-47c2-9920-169e440ecc94,Kellia Pollak,Svend Phillins,Hyundai,Excel,1994,5 Old Gate Drive,2922 Union Alley,271-430-2789,804-827-2916,$21.64
49d58a7c-991f-46f7-bf9f-e45eee6dad7b,Ave Worboys,Tawsha Mimmack,Buick,Riviera,1999,1 Derek Road,27237 Sunbrook Hill,652-271-7455,138-518-8809,$46.98
32dc330e-76f6-4a6e-8222-364afaab8a2f,Hal Matteacci,Row Skells,Honda,Insight,2005,13 Longview Terrace,629 Ryan Way,975-290-2475,319-688-5647,$14.70
bd042ecb-e800-473b-8936-f1d43fb4c395,Catlee Snoxill,Abeu Grigolashvill,Maserati,228,1990,1 Knutson Avenue,33 Mosinee Parkway,324-180-2421,831-353-1849,$46.05
4d660eaf-11f3-46e1-a0f2-deda1929a25d,Marylinda Hobbert,Conant Dymock,Chevrolet,Camaro,1975,5 Anniversary Avenue,89 Redwing Way,988-330-3518,543-724-6944,$30.33
e4e57086-9fa4-4efa-986d-4ca15fe6634f,Lemmie Foxten,Glynda Smurfitt,Dodge,Ram 1500,1997,89 Moose Avenue,884 Mariners Cove Parkway,636-866-6929,454-367-1741,$22.09
5556110e-06c2-4b90-abea-81d6e4d8cd68,Gail Quene,Chauncey Isaac,GMC,Sierra,2011,7 Barby Pass,9 Loomis Plaza,713-892-4061,954-875-9103,$3.73
1c816ada-64f3-472f-a919-99d5daa8292b,Fax Jacobbe,Saidee Ortega,Pontiac,Montana SV6,2005,8655 Mallory Center,903 Macpherson Junction,429-652-7372,540-986-6470,$17.71
7c193420-3a0f-4159-b640-069162a3442d,Blondie MacCarter,Deeanne Naisbet,Lamborghini,Countach,1988,887 Towne Road,277 Randy Place,595-453-9856,536-609-1754,$18.62
5380b1f3-01c5-4339-93f0-248cb22c5009,Vivie Gashion,Jud Joire,Mazda,Mazda5,2007,6 New Castle Pass,751 Manley Lane,725-192-6055,785-934-1306,$6.54
48447f19-d273-4758-bc82-0ccf4d48793e,Lacie Rawlence,Randolf Simmers,Toyota,Sienna,2008,22156 Farmco Pass,423 Swallow Pass,155-205-8215,298-715-8645,$2.02
47cd7e68-1fe0-4c33-ae0d-408af573cd7f,Minne Sands,Ashley Rewcastle,Daewoo,Lanos,2001,4290 Birchwood Parkway,1885 Carey Parkway,147-196-8119,627-696-5382,$20.87
576312ad-8f42-4a75-b944-7b844947af4a,Carie Teresse,Fonz Helling,Dodge,Intrepid,1994,423 Rockefeller Pass,599 La Follette Trail,241-740-1933,260-820-7573,$2.84
aa0c2720-f88e-421a-8b21-606c89f3fd8b,Bernita Clissell,Gunar Mains,Volvo,V40,2001,9498 Declaration Court,7867 Russell Circle,698-516-3364,804-754-9198,$37.11
38163268-9423-4d6a-9823-1c36c439b941,Ilene Downham,Annice Warratt,Chevrolet,G-Series G10,1993,86 Reinke Court,1 Kropf Crossing,430-181-8309,910-781-8736,$6.86
fd2c9b47-21d9-4e76-9dd3-c864834308f4,Haley Stockton,Marga MacCroary,Toyota,MR2,1993,2188 Mosinee Pass,57383 Eagan Junction,662-281-0823,187-395-2109,$6.52
a4fb0fbd-6529-4737-bea0-c09843b1e34d,Stefanie Coneau,Kettie Vandrill,Land Rover,LR3,2009,53 Dawn Circle,55648 Lindbergh Point,815-738-5419,360-465-1951,$38.71
5391ee94-30fb-4c48-8ce9-1cb2a06ba90c,Eddy Hanburry,Alicia Matyushenko,Cadillac,CTS-V,2012,3672 Rockefeller Trail,1 Clemons Alley,285-825-4046,339-340-0396,$3.65
eaa1ac1a-cac2-4c83-89db-8e9c3a3bddf9,Barr Bertelmot,Dominica Jorcke,Ford,Crown Victoria,2007,52 6th Hill,356 Rusk Point,497-929-8869,808-129-1717,$39.09
87651625-394a-4766-8096-a773c9158559,Crin Castelluzzi,Chancey Greder,MINI,Cooper,2010,5386 Kinsman Point,31 Longview Lane,440-654-4277,679-210-5062,$18.77
cb8e8c5c-3edd-4eec-88ae-9f7bc0014b6f,Martin Fenich,Magdalena Rosenbarg,Lincoln,Continental,1999,66 Sutteridge Point,88 Emmet Junction,563-366-6146,704-983-0525,$8.36
dc0a6d63-b703-4b14-9741-0d5e7e0a92ca,Lucio Ellett,Lynnette Melan,Acura,RSX,2003,00 Northland Plaza,3 Amoth Park,210-297-7340,325-244-3299,$26.85
36dfd7a5-d2f7-4ebe-aa97-ac3088386f20,Niccolo Tebbit,Astrid Sperwell,Dodge,Durango,2001,8 Kingsford Parkway,6 Schurz Court,478-624-6665,580-929-4984,$31.42
0b93bdd2-5905-495e-99dd-a18f2a4ebff0,Tracey Fulle,Michel Franzettoini,Mercedes-Benz,E-Class,1985,1856 Lotheville Circle,116 Pine View Road,902-368-8455,543-544-2525,$18.03
745a7e4e-5e91-4375-92da-49bbef0130e3,Henry Grunguer,Chery Barszczewski,Ford,E150,2007,086 Bonner Parkway,8 Hoepker Lane,351-810-9799,532-155-6071,$21.93
068a9f1f-e0f5-4157-b028-4afd18234ac3,Tammi Studders,Adrienne Mettrick,Corbin,Sparrow,2004,78671 Schurz Point,79 Northland Terrace,780-776-6904,196-534-6772,$14.67
4b40d90a-4f96-426c-abe4-c1af34a0228d,Agatha Bachmann,Colver Bodd,Chevrolet,Suburban 2500,2009,90422 Moland Plaza,196 Dorton Center,879-666-9767,325-416-5154,$17.81
9933edbb-3368-49e1-9644-4f6e8b67ef97,Emerson Briamo,Gracie Westover,Hyundai,Tiburon,2005,84 Darwin Circle,346 Daystar Crossing,437-106-9892,155-534-6986,$12.63
ea5bce3b-cae3-4168-9528-b7b7985bc283,Norrie Faulo,Margery Biernacki,Ford,F250,1994,757 Farwell Junction,8 Donald Point,653-138-7246,824-888-4432,$4.54
2f228134-6d20-4e67-ac19-4d2c7cc9196d,Lexi Troppmann,Alis Stairs,Ford,F-Series,2007,8 6th Point,869 Reinke Plaza,770-361-3863,138-783-8812,$26.06
b8c34411-07fa-4773-9f7d-644fbc25b1ed,Brunhilda Jobe,Bartolomeo Mitkov,Plymouth,Prowler,1999,59003 Lerdahl Pass,21 School Way,847-576-6164,672-298-4234,$31.83
0858acc7-dc0b-4bdb-8f5f-1d712b43b3c6,Carita Foro,Stefania Stapforth,Bentley,Continental GTC,2009,987 Schiller Alley,45288 Moulton Parkway,136-747-3189,617-772-8529,$3.11
